calibration_index,source_index,premise,hypothesis,gold_label,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,original_matches_gold,verifier_model_revision
118,73554,"A man in a neon shirt, khakis, and an orange hard hat walks by a mulch machine.",A man is walking.,0,entailment,0.9978938698768616,0.9978938698768616,0.001643035444431007,0.0004630961630027741,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
119,73820,"A young boy wearing a yellow shirt and green pants pushing a baby stroller in front of houses with red and white roofs, red doors, white railing and red floor planks.",A boy walking outdoors.,0,entailment,0.9603135585784912,0.9603135585784912,0.02947203256189823,0.010214406065642834,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
120,74358,A group examines a run down house.,A woman feeds a tiger.,2,contradiction,0.9986496567726135,8.348486153408885e-05,0.0012668604031205177,0.9986496567726135,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
121,75090,A runner is leaping over hurdles.,a runner leaps,0,entailment,0.989556610584259,0.989556610584259,0.007951267994940281,0.0024920939467847347,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
122,75277,A couple embraces on a busy street.,A couple reunites,1,entailment,0.3414667844772339,0.6531631350517273,0.3414667844772339,0.0053700609132647514,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
123,75708,"A baseball pitcher wearing a blue, red and white uniform is about to throw a baseball.",A baseball player prepares to throw a ball at a batter.,1,entailment,0.010257628746330738,0.9891825318336487,0.010257628746330738,0.0005598445422947407,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
124,76076,An individual cutting up a vegetable in their kitchen with a knife.,A person making a dinner for his family.,1,contradiction,0.055791862308979034,0.0018251062138006091,0.055791862308979034,0.9423831105232239,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
125,76517,One climber helps another in the snow.,The two men are walking unobstructed in the snow.,2,contradiction,0.9916326403617859,0.0004995734780095518,0.007867823354899883,0.9916326403617859,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
126,77440,Two children work on a project with woman.,The woman is with her friends.,2,contradiction,0.9952734112739563,0.00027596220024861395,0.004450613632798195,0.9952734112739563,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
127,78138,a woman bends down to reach in a plastic bag.,A woman is putting a box on a shelf.,2,contradiction,0.9995710253715515,8.215035632019863e-05,0.0003468272334430367,0.9995710253715515,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
128,78367,"Two people sit in handicapped seats, one touching her ear while the other touches her eyes.",two individuals run around with guns,2,contradiction,0.9994749426841736,7.470929267583415e-05,0.00045039207907393575,0.9994749426841736,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
129,79799,A crowd of black people are gathered and one person has a backpack on.,A crowd of teenage black people are waiting for the school to open and one of them has a backpack.,1,neutral,0.9991055130958557,0.0006774499779567122,0.9991055130958557,0.0002170031366404146,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
130,80395,A girl at a park cooking lunch.,A girl is making a hot dog for lunch.,1,neutral,0.9992133378982544,0.0003617402689997107,0.9992133378982544,0.0004248491022735834,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
131,81737,This is an outdoor vegetable market in possibly Southeast Asia where please are selling their fruits and vegetables.,This is an outdoor market where people buy meat.,2,contradiction,0.9974505305290222,0.00012312781473156065,0.002426348626613617,0.9974505305290222,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
132,82658,A blond woman dressed in black and red is running.,"A young woman is working out at her local high-school's track, running laps.",1,neutral,0.9973611235618591,0.0011675370624288917,0.9973611235618591,0.0014713180717080832,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
133,83167,A man with long black hair wearing a black shirt and multi-color tie is using a electronic board with lights on it.,His hair is a different color than his shirt.,2,contradiction,0.6768379807472229,0.24861925840377808,0.07454279810190201,0.6768379807472229,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
134,84582,A man smiling while shining another man's shoes.,A human smiling,0,entailment,0.989769697189331,0.989769697189331,0.0089999008923769,0.001230433932505548,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
135,87146,"A man with glasses is reading a book while lying in a red, orange and yellow striped hammock next to a sidewalk.",A person reading,0,entailment,0.9956616759300232,0.9956616759300232,0.0031216179486364126,0.0012167509412392974,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
136,87701,A girl wearing a white coat standing in a fountain.,A girl wearing a white coat standing.,0,entailment,0.9937132000923157,0.9937132000923157,0.005375544540584087,0.000911197392269969,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
137,88157,Children people run and play near a fountain.,People are going into the restaurant.,2,contradiction,0.9995681643486023,6.706233398290351e-05,0.0003648156125564128,0.9995681643486023,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
138,88243,"A man with a white hard hat with a black logo in the front of the hat holding part of a sign with numbers on it, while standing on a balcony.",The balcony is fully built.,0,neutral,0.0016793939284980297,0.0016793939284980297,0.9950032830238342,0.0033172292169183493,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
139,88424,Two young women are writing on a banner.,Two women are writing.,0,entailment,0.9955462217330933,0.9955462217330933,0.003791076596826315,0.0006627186085097492,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
140,88539,A group of adults viewing a presentation in a school gymnasium.,adults learning something,1,neutral,0.9424294829368591,0.04881860688328743,0.9424294829368591,0.008751888759434223,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
141,89957,Two men in sleeveless shirts and shorts getting a beverage.,two men are getting a drink,0,entailment,0.9965684413909912,0.9965684413909912,0.00309746409766376,0.00033407213049940765,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
142,90459,A possible woman dressed as a belly dancer holds out a cloth with beads on it.,Maybe a woman is wearing a weird outfit and dances.,0,entailment,0.9747342467308044,0.9747342467308044,0.024865495041012764,0.00040016116690821946,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
143,93659,A man in a white shirt with a plate of food sits outside in folding chairs with a little girl who is writing.,The small girl is drawing a picture of the man sleeping next to her.,2,neutral,0.05681072175502777,0.0011297875316813588,0.9420595765113831,0.05681072175502777,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
144,93870,This is a child in a snowy landscape sledding down a hill.,The child is sledding through the snow.,0,entailment,0.9962921142578125,0.9962921142578125,0.003133166814222932,0.0005747314426116645,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
145,93979,A man stands outside of a doorway on his cellphone.,A man with empty hands stands outside a doorway.,2,contradiction,0.965035080909729,0.0015436311950907111,0.033421289175748825,0.965035080909729,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
146,95485,"A woman holding a girl, who wears an apple themed coat.",Woman holds a girl wearing a coat.,0,entailment,0.9975709319114685,0.9975709319114685,0.00200430816039443,0.00042473102803342044,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
147,95970,Many two-person kayaks fill a river surrounded by trees.,People are in a stadium.,2,contradiction,0.9995597004890442,8.76149715622887e-05,0.00035269829095341265,0.9995597004890442,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
148,96110,A man stands on stage with a fireworks going off beside of him.,The man is sitting on the stage.,2,contradiction,0.9996128678321838,0.00012774918286595494,0.00025941411149688065,0.9996128678321838,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
149,97014,An elderly middle-eastern woman is about to smoke a pack of cigarettes.,A woman is about to harm her body.,0,neutral,0.14966189861297607,0.14966189861297607,0.8475385904312134,0.002799533773213625,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
150,97491,The small dog wearing a tutu stands on its hind legs.,There is a dog laying down,2,contradiction,0.9993540644645691,0.0001524324034107849,0.0004934725584462285,0.9993540644645691,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
151,97760,"The backs of two Asian girls, wearing red tops and holding red flags.",Two girls are holding red flags.,0,entailment,0.9952333569526672,0.9952333569526672,0.003974550403654575,0.0007920964853838086,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
152,97761,One child is pointing to the sky and another is trying to block the sun to look,The children are playing in the indoor playground.,2,neutral,0.03674420341849327,0.000764420663472265,0.9624913930892944,0.03674420341849327,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
153,99482,A large brown dog is digging in the sand.,A dog is digging outside.,0,entailment,0.9888398051261902,0.9888398051261902,0.01031846646219492,0.0008417450590059161,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
154,99704,"Runners, some in costume, in a St Paddy's day Marathon run in the streets as people watch.",The runners are almost finished with the St. Patrick's Day race.,1,neutral,0.9780031442642212,0.01680954173207283,0.9780031442642212,0.005187293980270624,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
155,99871,A woman sitting at a desk staring at a computer screen.,A woman is at work.,0,entailment,0.950347900390625,0.950347900390625,0.048074521124362946,0.001577606308273971,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
156,101119,A man with two dogs on a beach,A man is with two deer on a beach.,2,contradiction,0.9979627132415771,0.00024590801331214607,0.001791363931261003,0.9979627132415771,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
157,101993,A woman adjusts her sunglasses.,A woman wears sunglasses.,0,entailment,0.9964518547058105,0.9964518547058105,0.002968575106933713,0.0005795671604573727,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
158,103011,A group of people surrounding the American flag.,People are around a Russian flag,2,contradiction,0.9994148015975952,0.0001094393664970994,0.00047579206875525415,0.9994148015975952,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
159,103148,People hanging about in a crowded cafe.,People are in a cafe.,0,entailment,0.9963744282722473,0.9963744282722473,0.002999910619109869,0.0006256203632801771,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
160,103393,Three children look through a telescope in the forest.,Children are looking at the stars.,1,entailment,0.1866908222436905,0.8061630725860596,0.1866908222436905,0.007146129384636879,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
161,104123,A gloved man palms forward in front of arranged clothes.,A man jumps forward in front of dogs.,2,contradiction,0.9959993362426758,0.00021589650714304298,0.0037848239298909903,0.9959993362426758,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
162,104228,A man is playing guitar on the otherwise empty sidewalk of a street lined with vibrant homes.,A guitar player is playing on the sidewalk in front of his house.,1,neutral,0.7088655233383179,0.010951969772577286,0.7088655233383179,0.28018248081207275,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
163,104604,Two people are sitting at an outdoor cafe in front of an old building.,There are people sitting in a building.,0,contradiction,0.08479130268096924,0.08479130268096924,0.014105130918323994,0.9011035561561584,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
164,105325,Many people ride their bikes down a bike path in a city.,A group of bike riders racing.,1,neutral,0.8475672602653503,0.050187744200229645,0.8475672602653503,0.10224499553442001,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
165,105872,A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place.,One man is on the roof,0,entailment,0.9701388478279114,0.9701388478279114,0.01793256588280201,0.011928552761673927,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
166,107185,A dad is entertaining his family by playing the guitar.,The dad plays country music under the starry night.,1,neutral,0.9985231757164001,0.00038952508475631475,0.9985231757164001,0.0010873310966417193,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
167,107232,Children getting picked up from sports practice.,children getting done with sports practice,0,entailment,0.9624122977256775,0.9624122977256775,0.0315011590719223,0.006086572539061308,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
168,108589,A group of people are dressed in multicolored clothes while performing an act.,One of the people is wearing green,1,neutral,0.9991293549537659,0.00034701518598012626,0.9991293549537659,0.0005235502030700445,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
169,108810,"A man wearing white pants stretches out his arms as he stands on a podium, while two men and a woman are looking the other way.",A man is stretching by a podium.,0,contradiction,0.15644428133964539,0.15644428133964539,0.02122930809855461,0.8223264217376709,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
170,109794,People filling a large black container with water.,people are drinking gatorade because water sucks,2,neutral,0.06933609396219254,0.001539156655780971,0.9291248321533203,0.06933609396219254,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
171,109896,"A young Asian man wearing a conical straw hat holding straw goods, and another person in the back to the left holding straw goods.",Two young Asian men are selling their wares at a market in China.,1,neutral,0.9976940751075745,0.0006733108311891556,0.9976940751075745,0.001632591593079269,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
172,111292,A man wearing a white t-shirt looking away from the camera.,The is wearing a red t-shirt.,2,contradiction,0.9993810653686523,0.00012552128464449197,0.0004933816962875426,0.9993810653686523,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
173,111766,A dog is running on the sand whilst chasing a ball.,the dog is on the couch in the living room,2,contradiction,0.9996414184570312,8.792607695795596e-05,0.00027060857973992825,0.9996414184570312,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
174,112647,"An edited picture of a couple kissing, one is holding a bouquet of flowers.",The mom kissed her son on the forehead.,2,neutral,0.024788444861769676,0.0004299871507100761,0.9747816324234009,0.024788444861769676,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
