source_index,original_source_index,candidate_id,gold_label,augmented_field,old_accepted,old_reasons,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,old_hard_cue_changes,v2_accepted,v2_reasons,decision_change,normalization_category,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward_entailment,semantic_backward_entailment,soft_cue_changes,change_ratio
23,12969,23:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,contradiction,0.9983012080192566,0.020289311185479164,neutral,0.0018931339727714658,-0.9964080740464851,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.",The dog isn't shaggy,"Two men are walking in the park, one with a dog on a rope and a canine excrement cleaner.",The dog isn't shaggy,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.","Two men are walking in the park, one with a dog on a rope and a canine excrement cleaner.",0.9899842739105225,0.020289311185479164,[],0.3402061855670103
24,13229,24:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.999629020690918,0.9966807961463928,contradiction,0.9996335506439209,4.5299530029296875e-06,[],True,[],KEEP_ACCEPTED,other cue,A woman wearing a black stands in front of a counter while she holds a piece of meat.,The woman is naked while holding a salad.,A woman wearing a black stands in front of a counter while she holds a piece of meat.,The woman is naked holding a salad.,The woman is naked while holding a salad.,The woman is naked holding a salad.,0.9969432950019836,0.9966807961463928,[],0.07894736842105265
24,13229,24:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.999629020690918,0.9966766834259033,contradiction,0.999494194984436,-0.0001348257064819336,[],True,[],KEEP_ACCEPTED,other cue,A woman wearing a black stands in front of a counter while she holds a piece of meat.,The woman is naked while holding a salad.,A woman in black is standing in front of a counter holding a piece of meat.,The woman is naked while holding a salad.,A woman wearing a black stands in front of a counter while she holds a piece of meat.,A woman in black is standing in front of a counter holding a piece of meat.,0.9966766834259033,0.9976118803024292,"[{""group"":""space"",""original"":{""front"":1,""in"":1},""candidate"":{""front"":1,""in"":2},""field"":""premise""}]",0.17500000000000004
25,13559,25:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9929476976394653,0.9970611929893494,entailment,0.9927611351013184,-0.00018656253814697266,[],True,[],KEEP_ACCEPTED,other cue,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people playing a game.,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people who play a game.,There are people playing a game.,There are people who play a game.,0.997711181640625,0.9970611929893494,[],0.10769230769230764
25,13559,25:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9929476976394653,0.9894132018089294,entailment,0.9904975295066833,-0.0024501681327819824,[],True,[],KEEP_ACCEPTED,other cue,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people playing a game.,"Two teams, one in blue and white, the other in red and white, play football.",There are people playing a game.,"Two teams, one wearing blue and white, the other in red and white, are playing football.","Two teams, one in blue and white, the other in red and white, play football.",0.9894132018089294,0.9943878054618835,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",0.07317073170731703
26,13833,26:hypothesis:fra_Latn,entailment,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9894185662269592,0.13866588473320007,entailment,0.9246857762336731,-0.06473278999328613,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.",a balding man with facial hair wearing a dark suit and tie plays bagpipes as a young blonde woman stands next to him in a blue shirt and skirt sticking her tongue out.,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.",A white-headed man with facial hair wearing a suit and a dark tie plays the pipette while a young blonde stands beside him in a blue shirt and a skirt that stretches out his tongue.,a balding man with facial hair wearing a dark suit and tie plays bagpipes as a young blonde woman stands next to him in a blue shirt and skirt sticking her tongue out.,A white-headed man with facial hair wearing a suit and a dark tie plays the pipette while a young blonde stands beside him in a blue shirt and a skirt that stretches out his tongue.,0.13866588473320007,0.9184703230857849,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""beside"":1,""in"":1},""field"":""hypothesis""}]",0.26436781609195403
26,13833,26:premise:fra_Latn,entailment,premise,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,entailment,0.9894185662269592,0.001005774480290711,neutral,0.08289541304111481,-0.9065231531858444,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.",a balding man with facial hair wearing a dark suit and tie plays bagpipes as a young blonde woman stands next to him in a blue shirt and skirt sticking her tongue out.,"A white-headed man in a black suit and a brown tie, with a moustache and a beard, plays pipes, while a young blonde woman stands beside him in a light blue top and a skirt listens and",a balding man with facial hair wearing a dark suit and tie plays bagpipes as a young blonde woman stands next to him in a blue shirt and skirt sticking her tongue out.,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","A white-headed man in a black suit and a brown tie, with a moustache and a beard, plays pipes, while a young blonde woman stands beside him in a light blue top and a skirt listens and",0.9312997460365295,0.001005774480290711,"[{""group"":""space"",""original"":{""in"":2},""candidate"":{""beside"":1,""in"":2},""field"":""premise""}]",0.21875
27,14934,27:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9978760480880737,0.9830445051193237,entailment,0.996451735496521,-0.0014243125915527344,[],True,[],KEEP_ACCEPTED,other cue,Man riding a yellow machine on a dirt field at an event,a man is driving a piece of equipment on the grounds of a venue.,Man riding a yellow machine on a dirt field at an event,A man drives equipment on the ground of a place.,a man is driving a piece of equipment on the grounds of a venue.,A man drives equipment on the ground of a place.,0.9972220659255981,0.9830445051193237,[],0.2321428571428571
27,14934,27:premise:fra_Latn,entailment,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9978760480880737,0.004186738282442093,entailment,0.9942148327827454,-0.003661215305328369,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,Man riding a yellow machine on a dirt field at an event,a man is driving a piece of equipment on the grounds of a venue.,A man aboard a yellow machine in a field at an event,a man is driving a piece of equipment on the grounds of a venue.,Man riding a yellow machine on a dirt field at an event,A man aboard a yellow machine in a field at an event,0.9963898062705994,0.004186738282442093,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.15887850467289721
28,16601,28:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy"",""label_flip""]",GOLD_DISAGREEMENT,entailment,0.0920761227607727,0.996679425239563,entailment,0.0920761227607727,0.0,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A lot of motorcycles lined up in Asia.,The vehicles are parked.,A lot of motorcycles lined up in Asia.,The vehicles are parked.,The vehicles are parked.,The vehicles are parked.,0.996679425239563,0.996679425239563,[],0.0
28,16601,28:premise:fra_Latn,neutral,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,entailment,0.0920761227607727,0.9794517159461975,entailment,0.04760682210326195,-0.04446930065751076,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A lot of motorcycles lined up in Asia.,The vehicles are parked.,A lot of motorcycles have parked in Asia.,The vehicles are parked.,A lot of motorcycles lined up in Asia.,A lot of motorcycles have parked in Asia.,0.9794517159461975,0.9800048470497131,[],0.189873417721519
29,17575,29:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.996729850769043,0.005908473394811153,neutral,0.9974433183670044,0.0007134675979614258,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A football player lands on his head.,The football player damaged his neck.,A football player lands on his head.,The footballer broke his neck.,The football player damaged his neck.,The footballer broke his neck.,0.005908473394811153,0.9956717491149902,[],0.22388059701492535
29,17575,29:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.996729850769043,0.9925656318664551,neutral,0.994096040725708,-0.002633810043334961,[],True,[],KEEP_ACCEPTED,other cue,A football player lands on his head.,The football player damaged his neck.,A football player falls on his head.,The football player damaged his neck.,A football player lands on his head.,A football player falls on his head.,0.9925656318664551,0.9955202341079712,[],0.08333333333333337
30,18456,30:hypothesis:fra_Latn,neutral,hypothesis,False,"[""low_nli_confidence""]",RELIABLE_GOLD,neutral,0.9564386606216431,0.9409496188163757,neutral,0.7532821893692017,-0.2031564712524414,[],False,"[""low_nli_confidence""]",KEEP_REJECTED,other cue,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,The peson has a strange life with jouls and contraptions.,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,The peson has a strange life with cheeks and appliances.,The peson has a strange life with jouls and contraptions.,The peson has a strange life with cheeks and appliances.,0.9409496188163757,0.9522989392280579,[],0.18584070796460173
30,18456,30:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9564386606216431,0.007596254348754883,neutral,0.9554361701011658,-0.001002490520477295,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,The peson has a strange life with jouls and contraptions.,A person plays with a mega jug made up of traces of wire and colored bullets.,The peson has a strange life with jouls and contraptions.,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,A person plays with a mega jug made up of traces of wire and colored bullets.,0.007596254348754883,0.6033747792243958,[],0.24096385542168675
31,18505,31:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""label_flip""]",GOLD_LOW_CONFIDENCE,contradiction,0.6059726476669312,0.995187520980835,neutral,0.3830985128879547,-0.22287413477897644,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,A man in jeans is lying on a wooden floor.,A man and woman is holding hands.,A man in jeans is lying on a wooden floor.,A man and a woman holding hands.,A man and woman is holding hands.,A man and a woman holding hands.,0.9956313371658325,0.995187520980835,[],0.07692307692307687
31,18505,31:premise:fra_Latn,contradiction,premise,False,"[""trivial_copy"",""low_nli_confidence""]",GOLD_LOW_CONFIDENCE,contradiction,0.6059726476669312,0.9971293807029724,contradiction,0.6059726476669312,0.0,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,A man in jeans is lying on a wooden floor.,A man and woman is holding hands.,A man in jeans is lying on a wooden floor.,A man and woman is holding hands.,A man in jeans is lying on a wooden floor.,A man in jeans is lying on a wooden floor.,0.9971293807029724,0.9971293807029724,[],0.0
32,18686,32:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""label_flip""]",RELIABLE_GOLD,contradiction,0.999019980430603,0.8186876177787781,neutral,0.10524536669254303,-0.89377461373806,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,A girl in pink is holding onto a young boy wearing red.,A sister is holding onto her brother in all black.,A girl in pink is holding onto a young boy wearing red.,A sister keeps her brother in the dark.,A sister is holding onto her brother in all black.,A sister keeps her brother in the dark.,0.9813857674598694,0.8186876177787781,"[{""group"":""quantifier"",""original"":{""all"":1},""candidate"":{},""field"":""hypothesis""}]",0.348314606741573
